,Rank,Year,Country,In-Game Name,Player Name,Total (Year),Total (Overall),Game,# of Tournaments
75,76.,2021,China,Order,"Ceng, Zehai","$244,546.23","$445,867.47","Ceng ""Order"" Zehai - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player",8
76,77.,2021,United Kingdom,Tommey,Thomas Trewren,"$236,769.81","$505,972.38","Thomas ""Tommey"" Trewren - Call of Duty Player",198
77,78.,2021,"Korea, Republic of",Pio,"Cha, Seung Hoon","$230,103.75","$831,741.66","Cha ""Pio"" Seung Hoon - PUBG Player",32
78,79.,2021,United States,Aydan,Aydan Conrad,"$227,469.43","$533,273.59","Aydan ""Aydan"" Conrad - Call of Duty Player",143
79,80.,2021,"Korea, Republic of",Inonix,"Na, Hee Joo","$222,687.65","$268,907.99","Na ""Inonix"" Hee Joo - PUBG Player",21
80,81.,2021,China,XingHen,"-, -","$221,888.00","$221,888.00","- ""XingHen"" - - Arena of Valor Player",2
81,82.,2021,China,ZiYang,"-, -","$221,888.00","$221,888.00","- ""ZiYang"" - - Arena of Valor Player",2
82,83.,2021,"Korea, Republic of",ESTH3R,"Go, Jeong","$218,287.65","$832,050.41","Go ""ESTH3R"" Jeong - PUBG Player",27
83,84.,2021,Brazil,Psycho,Gustavo Rigal,"$218,000.00","$365,533.73","Gustavo ""Psycho"" Rigal - Rainbow Six Siege Player",23
84,85.,2021,Brazil,julio,Júlio Giacomelli,"$218,000.00","$363,511.65","Júlio ""julio"" Giacomelli - Rainbow Six Siege Player",25
85,86.,2021,Brazil,Kamikaze,João Gomes,"$218,000.00","$361,533.73","João ""Kamikaze"" Gomes - Rainbow Six Siege Player",22
86,87.,2021,Brazil,pino,Gabriel Fernandes,"$218,000.00","$341,843.29","Gabriel ""pino"" Fernandes - Rainbow Six Siege Player",16
87,88.,2021,Brazil,Muzi,Murilo Muzi,"$218,000.00","$337,052.48","Murilo ""Muzi"" Muzi - Rainbow Six Siege Player",12
88,89.,2021,"Korea, Republic of",Alphaca,"Bang, Ji","$216,026.65","$246,604.90","Bang ""Alphaca"" Ji - PUBG Player",19
89,90.,2021,Slovenia,TaySon,Tai Starčič,"$216,023.54","$436,323.54","Tai ""TaySon"" Starčič - Fortnite Player",40
90,91.,2021,Denmark,N0tail,Johan Sundstein,"$214,180.00","$7,183,917.80","Johan ""N0tail"" Sundstein - Dota 2 Player",130
91,92.,2021,France,Ceb,Sébastien Debs,"$214,100.00","$5,773,812.41","Sébastien ""Ceb"" Debs - Dota 2 Player",64
92,93.,2021,Finland,Topson,Topias Taavitsainen,"$214,100.00","$5,690,417.57","Topias ""Topson"" Taavitsainen - Dota 2 Player",32
93,94.,2021,"Macedonia, The Former Yugoslav Republic of",Saksa,Martin Sazdov,"$214,100.00","$1,266,204.75","Martin ""Saksa"" Sazdov - Dota 2 Player",57
94,95.,2021,China,paraboy,"Zhu, Bojun","$213,286.23","$516,398.58","Zhu ""paraboy"" Bojun - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player",10
95,96.,2021,China,coolboy,"Zeng, Ronghua","$213,286.23","$440,728.58","Zeng ""coolboy"" Ronghua - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player",9
96,97.,2021,"Taiwan, Republic of China",Jimmy,"Xu, Yinjun","$213,286.23","$440,728.58","Xu ""Jimmy"" Yinjun - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player",9
97,98.,2021,"Taiwan, Republic of China",King,"Lin, Yien","$213,286.23","$383,202.47","Lin ""King"" Yien - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player",6
98,99.,2021,Israel,Fly,Tal Aizik,"$211,680.00","$2,610,250.81","Tal ""Fly"" Aizik - Dota 2 Player",123
99,100.,2021,Canada,Arteezy,Artour Babaev,"$211,680.00","$2,468,733.21","Artour ""Arteezy"" Babaev - Dota 2 Player",106
